image,prompt,region,age,gender,race,emotion
"03445-1133026744-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 78, 'y': 108, 'w': 362, 'h': 362}",32,Woman,white,neutral
"03414-1133026713-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 58, 'y': 46, 'w': 416, 'h': 416}",31,Man,latino hispanic,fear
"03475-1133026774-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 57, 'y': 42, 'w': 424, 'h': 424}",26,Man,asian,fear
"03464-1133026763-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Woman,asian,neutral
"03456-1133026755-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,white,sad
"03480-1133026779-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 74, 'y': 78, 'w': 228, 'h': 228}",27,Woman,white,neutral
"03494-1133026793-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 97, 'y': 19, 'w': 282, 'h': 282}",29,Woman,white,happy
"03498-1133026797-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 115, 'y': 49, 'w': 278, 'h': 278}",28,Woman,latino hispanic,neutral
"03438-1133026737-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 95, 'y': 34, 'w': 211, 'h': 211}",32,Woman,latino hispanic,neutral
"03420-1133026719-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,neutral
"03455-1133026754-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,sad
"03415-1133026714-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,sad
"03443-1133026742-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Woman,asian,angry
"03486-1133026785-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 147, 'y': 91, 'w': 223, 'h': 223}",33,Man,latino hispanic,neutral
"03502-1133026801-portrait photo of an award-winning actress, photorealistic, studio lighting, looking at the camera, ultra quality, highly detail.png",award-winning actress,"{'x': 138, 'y': 79, 'w': 262, 'h': 262}",27,Woman,white,neutral
"02391-1755321730-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,sad
"02420-1755321759-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,asian,neutral
"02365-1755321704-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 77, 'y': 116, 'w': 366, 'h': 366}",24,Man,white,neutral
"02370-1755321709-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 36, 'y': 89, 'w': 318, 'h': 318}",26,Man,white,neutral
"02380-1755321719-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,sad
"02424-1755321763-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 55, 'y': 44, 'w': 374, 'h': 374}",24,Man,black,neutral
"02429-1755321768-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 48, 'y': 80, 'w': 374, 'h': 374}",33,Man,white,neutral
"02342-1755321681-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,sad
"02366-1755321705-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,asian,fear
"02397-1755321736-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,black,neutral
"02395-1755321734-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Woman,white,sad
"02413-1755321752-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,fear
"02362-1755321701-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Woman,white,happy
"02350-1755321689-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,black,neutral
"02361-1755321700-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 76, 'y': 47, 'w': 390, 'h': 390}",25,Man,white,neutral
"02428-1755321767-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,sad
"02417-1755321756-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,sad
"02407-1755321746-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,neutral
"02434-1755321773-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,latino hispanic,angry
"02352-1755321691-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 134, 'y': 107, 'w': 221, 'h': 221}",42,Man,middle eastern,neutral
"02382-1755321721-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Woman,latino hispanic,neutral
"02347-1755321686-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,neutral
"02405-1755321744-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",39,Man,white,fear
"02403-1755321742-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,neutral
"02371-1755321710-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 335, 'y': 242, 'w': 48, 'h': 48}",28,Man,white,fear
"02379-1755321718-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,white,neutral
"02373-1755321712-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 272, 'y': 121, 'w': 223, 'h': 223}",41,Woman,white,sad
"02433-1755321772-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,neutral
"02415-1755321754-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 170, 'y': 72, 'w': 262, 'h': 262}",24,Man,white,sad
"02386-1755321725-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,asian,sad
"02357-1755321696-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,neutral
"02392-1755321731-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,asian,neutral
"02378-1755321717-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 240, 'y': 129, 'w': 86, 'h': 86}",23,Man,black,happy
"02409-1755321748-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,fear
"02346-1755321685-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,angry
"02425-1755321764-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,white,angry
"02360-1755321699-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 18, 'y': 24, 'w': 414, 'h': 414}",29,Man,white,angry
"02401-1755321740-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 66, 'y': 44, 'w': 380, 'h': 380}",27,Man,latino hispanic,neutral
"02376-1755321715-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Woman,white,fear
"02431-1755321770-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 95, 'y': 143, 'w': 127, 'h': 127}",33,Man,white,sad
"02348-1755321687-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 253, 'y': 61, 'w': 240, 'h': 240}",27,Man,middle eastern,sad
"02398-1755321737-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 26, 'y': 85, 'w': 227, 'h': 227}",37,Man,white,disgust
"02422-1755321761-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 148, 'y': 78, 'w': 308, 'h': 308}",24,Man,asian,neutral
"02354-1755321693-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,white,fear
"02341-1755321680-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,middle eastern,happy
"02372-1755321711-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,white,angry
"02369-1755321708-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,angry
"02384-1755321723-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,indian,sad
"02389-1755321728-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",21,Man,white,fear
"02408-1755321747-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,sad
"02416-1755321755-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 119, 'y': 26, 'w': 248, 'h': 248}",42,Man,white,angry
"02358-1755321697-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",33,Man,white,disgust
"02412-1755321751-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,latino hispanic,sad
"02430-1755321769-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,neutral
"02414-1755321753-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,fear
"02377-1755321716-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 77, 'y': 48, 'w': 416, 'h': 416}",24,Man,white,neutral
"02423-1755321762-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",37,Man,black,angry
"02351-1755321690-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,angry
"02435-1755321774-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 67, 'y': 54, 'w': 115, 'h': 115}",28,Man,white,neutral
"02427-1755321766-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,latino hispanic,angry
"02388-1755321727-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",31,Man,black,neutral
"02393-1755321732-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 72, 'y': 95, 'w': 363, 'h': 363}",27,Man,white,neutral
"02390-1755321729-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,white,neutral
"02374-1755321713-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 99, 'y': 22, 'w': 390, 'h': 390}",38,Man,latino hispanic,neutral
"02432-1755321771-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",46,Man,white,angry
"02359-1755321698-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,asian,angry
"02400-1755321739-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,happy
"02364-1755321703-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,white,neutral
"02343-1755321682-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 101, 'y': 27, 'w': 314, 'h': 314}",23,Man,asian,neutral
"02381-1755321720-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 85, 'y': 52, 'w': 344, 'h': 344}",28,Man,asian,fear
"02418-1755321757-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 133, 'y': 66, 'w': 238, 'h': 238}",28,Man,white,neutral
"02419-1755321758-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 146, 'y': 48, 'w': 198, 'h': 198}",22,Man,asian,neutral
"02396-1755321735-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,happy
"02344-1755321683-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,neutral
"02385-1755321724-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 130, 'y': 109, 'w': 329, 'h': 329}",43,Man,white,sad
"02375-1755321714-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",28,Man,latino hispanic,fear
"02349-1755321688-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Woman,white,happy
"02367-1755321706-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,black,sad
"02383-1755321722-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,asian,angry
"02402-1755321741-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 93, 'y': 45, 'w': 327, 'h': 327}",45,Man,indian,neutral
"02368-1755321707-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 57, 'y': 11, 'w': 417, 'h': 417}",31,Man,latino hispanic,happy
"02353-1755321692-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,sad
"02363-1755321702-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,asian,neutral
"02355-1755321694-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",46,Man,latino hispanic,sad
"02411-1755321750-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",32,Man,indian,neutral
"02404-1755321743-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 96, 'y': 15, 'w': 313, 'h': 313}",24,Man,black,neutral
"02356-1755321695-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,white,surprise
"02436-1755321775-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,happy
"02410-1755321749-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,white,happy
"02426-1755321765-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 93, 'y': 124, 'w': 312, 'h': 312}",28,Man,white,neutral
"02399-1755321738-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,black,fear
"02345-1755321684-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,white,fear
"02387-1755321726-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",22,Man,black,neutral
"02421-1755321760-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,fear
"02406-1755321745-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",52,Man,latino hispanic,neutral
"02394-1755321733-portrait photo of a charismatic leader, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",charismatic leader,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,asian,sad
"03911-207614541-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,black,fear
"03941-207614571-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 102, 'y': 137, 'w': 273, 'h': 273}",28,Man,white,neutral
"03942-207614572-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,happy
"03952-207614582-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",29,Man,asian,happy
"03959-207614589-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 209, 'y': 30, 'w': 197, 'h': 197}",35,Man,asian,happy
"03893-207614523-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,black,sad
"03904-207614534-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 231, 'y': 196, 'w': 144, 'h': 144}",31,Man,asian,happy
"03927-207614557-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 226, 'y': 1, 'w': 57, 'h': 57}",26,Man,asian,happy
"03929-207614559-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",25,Man,white,neutral
"03947-207614577-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",27,Man,middle eastern,neutral
"03978-207614608-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Woman,asian,angry
"03971-207614601-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Woman,asian,fear
"03928-207614558-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",35,Man,white,neutral
"03940-207614570-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",26,Man,white,sad
"03912-207614542-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 208, 'y': 171, 'w': 73, 'h': 73}",29,Man,white,happy
"03954-207614584-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Man,white,fear
"03902-207614532-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 152, 'y': 60, 'w': 177, 'h': 177}",36,Man,white,happy
"03948-207614578-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",24,Man,black,sad
"03965-207614595-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",30,Woman,white,neutral
"03932-207614562-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 153, 'y': 130, 'w': 56, 'h': 56}",25,Man,white,sad
"03967-207614597-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 0, 'y': 0, 'w': 512, 'h': 512}",23,Man,white,sad
"03919-207614549-portrait photo of a successful engineer, photorealistic, studio lighting, looking at the camera, ultra quality, highly detailed,.png",successful engineer,"{'x': 183, 'y': 188, 'w': 143, 'h': 143}",42,Man,white,neutral
